"Timestamp","1. Pays de résidence","2. Tranche d’âge","3. Genre","4. Niveau d’éducation le plus élevé","5.  Profession / Rôle professionnel ","6.  Secteur d’activité ","7. Observez-vous une pollution plastique visible (macroplastiques) dans votre communauté ?","8. Dans quels environnements rencontrez-vous le plus souvent des déchets plastiques ? (Cochez tout ce qui s’applique)","9. Êtes-vous conscient(e) des microplastiques en tant que problème environnemental ou sanitaire ?","10. De votre point de vue, quels écosystèmes sont les plus affectés par la pollution plastique dans votre région ? (Cochez tout ce qui s’applique)","11.  Dans quelle mesure êtes-vous préoccupé(e) par les impacts environnementaux et sanitaires des microplastiques ? ","12. Quel est votre niveau de connaissance sur les causes et les effets de la pollution par les microplastiques ?","13. Quelles sources d’information influencent votre compréhension des microplastiques ? (Cochez tout ce qui s’applique)","14. Pensez-vous que les microplastiques affectent la santé humaine ?","15. Quels effets spécifiques sur la santé avez-vous entendus (le cas échéant) ?","16. Avez-vous vu ou entendu des reportages médiatiques sur les microplastiques ou la pollution plastique au cours des six derniers mois ?","17. Quelles plateformes communiquent le mieux les enjeux environnementaux dans votre pays ? (Classez vos 3 préférées)","18. Quels messages retenez-vous le plus des médias ? (Cochez tout ce qui s’applique)","19. Dans quelle mesure la couverture médiatique a-t-elle influencé votre comportement ou votre préoccupation ?","20. Avez-vous déjà entendu parler du concept d’économie circulaire ?","21. Quelles actions associez-vous à l’économie circulaire ? (Cochez tout ce qui s’applique)","22. Quels secteurs de votre pays travaillent activement à la mise en œuvre de pratiques d’économie circulaire ? (Cochez tout ce qui s’applique)","23. Quels sont les plus grands défis à l’économie circulaire dans votre région ?","24.  Quelles mesures soutenez-vous pour lutter contre la pollution plastique dans votre pays ? (Choisissez jusqu’à 3) ","25.  Quelles actions entreprenez-vous personnellement pour réduire les déchets plastiques ?","26. Qu’est-ce qui vous motiverait (ou motiverait d’autres personnes) à agir davantage ?","27. Quelles actions supplémentaires devraient être entreprises pour lutter contre la pollution par les plastiques et les microplastiques ?","28. Avez-vous d’autres suggestions, recommandations ou expériences que vous souhaiteriez partager ? (Optionnel)"
"2025/08/22 1:45:38 PM GMT+4","UK","45-54","Femme","Master ou diplôme supérieur","Leader religieux","Église & Religion","Occasionnellement","Rivières / Lacs;Décharges urbaines","Moyennement","Écosystèmes d’eau douce","Légèrement préoccupé(e)","Assez informé(e)","Publications scientifiques","Oui","Heart diseases, infertility, hormonal disruptions, etc","Oui","Télévision","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Communautés locales;Écoles / universités","Les gens qui mélangent tous les déchets dans une même poubelle et ne recyclent pas","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","Je recycle les plastiques. Je sépare les ordures dans les poubelles appropriées ","Messages religieux/culturels","Education, education et plus d’éducation "," - "
"2025/08/22 2:23:34 PM GMT+4","Niger","35-44","Homme","Licence (Baccalauréat)","Employé(e) du gouvernement","Secteur public","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones urbaines","Légèrement préoccupé(e)","Assez informé(e)","Télévision;ONG;École / Université","Oui","","Oui","Télévision;Forums publics","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux","Légèrement","Non","Refonte des emballages;Compostage et matériaux biodégradables;Surcyclage des déchets","Gouvernement;Entreprises privées;ONG","La gestion du déchet plastique et le recyclage ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets","La réduction d'utilisation de plastique ","Leadership communautaire","Réduire l'importation et l'utilisation des plastiques ","Non"
"2025/08/22 2:52:48 PM GMT+4","Côte d'Ivoire ","35-44","Femme","Master ou diplôme supérieur","","Secteur public","Fréquemment","Rivières / Lacs;Décharges urbaines","Oui","Terres agricoles","Modérément préoccupé(e)","Assez informé(e)","Réseaux sociaux;École / Université","Pas sûr(e)","Non non ","Oui","Télévision;Facebook;Journaux","Menaces pour la vie marine;Appels à l’action/nettoyages","Modérément","Oui","Recyclage industriel;Surcyclage des déchets","Entreprises privées","Le recyclage des ordures ménagères ","Renforcement des infrastructures de recyclage;Intégration dans les programmes scolaires;Gestion des déchets communautaire","Sensibilisation ","Messages religieux/culturels","Informer le public sur les conséquences ","Pas vraiment "
"2025/08/22 2:56:15 PM GMT+4","Niger","35-44","Homme","Master ou diplôme supérieur","Employé(e) du gouvernement","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Très bien informé(e)","Télévision;Publications scientifiques","Oui","Mauvaise odeur ","Oui","Télévision;WhatsApp","Dégâts climatiques et environnementaux","Modérément","Non","Recyclage industriel","Entreprises privées","Tri de déchets ","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Gestion des déchets communautaire","Recyclage ","Leadership communautaire","Remplacer les plastiques par les biodégradables ","Séparation de different type de déchets "
"2025/08/22 3:21:04 PM GMT+4","Niger","35-44","Homme","Master ou diplôme supérieur","Employé(e) du gouvernement","Secteur public","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Publications scientifiques;École / Université","Oui","Cancer, sur les animaux qui broutent du plastique ","Oui","Télévision;WhatsApp;Facebook","Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Oui","Compostage et matériaux biodégradables;Recyclage industriel","Entreprises privées","Manque d'investisseurs ","Renforcement des infrastructures de recyclage;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique","Minimisation du plastiques après achat d'un produit ","Leadership communautaire","Exiger les entreprises qui sont dans le plastique à faire du recyclage.",""
"2025/08/22 5:13:39 PM GMT+4","Niger","25-34","Homme","Licence (Baccalauréat)","Étudiant(e)","Secteur privé","Fréquemment","Terres agricoles","Oui","Forêts","Légèrement préoccupé(e)","Assez informé(e)","Télévision","Oui","Négatif ","Non","Radio","Microplastiques dans l’eau potable","Modérément","Oui","Réutilisation et réparation des produits","Entreprises privées","Marchandises ","Renforcement des infrastructures de recyclage","Poubelle ","Meilleures infrastructures de gestion des déchets","Avoir des industries ","Recrutement des jeunes techniciens "
"2025/08/22 5:30:59 PM GMT+4","Niger","35-44","Homme","Formation professionnelle/technique","Je suis employé de quelqu'un ","Secteur privé","Fréquemment","Bords de routes;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Terres agricoles;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Réseaux sociaux;Publications scientifiques;École / Université","Oui","Pollution climatique ","Non","Télévision;Radio;WhatsApp;Facebook;TikTok","Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Non","Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;ONG","","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique","L'utilisation modéré des plastiques ","Éducation à la santé","",""
"2025/08/22 8:01:06 PM GMT+4","","35-44","Homme","Licence (Baccalauréat)","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes","Oui","Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Publications scientifiques","Oui","Pollution des eaux qui ne seront plus buvables.","Oui","Télévision","Menaces pour la vie marine;Contamination de la chaîne alimentaire","Très fortement","Oui","Recyclage industriel","Gouvernement","Limiter la pollution des eaux ","Renforcement des infrastructures de recyclage","Sensibilisation ","Messages religieux/culturels","Réduire leur production.","Les plastiques doivent être biodégradables."
"2025/08/22 9:12:13 PM GMT+4","Niger","25-34","Homme","Licence (Baccalauréat)","Rechercher d'emploi ","ONG / Société civile","Fréquemment","Bords de routes","Oui","Écosystèmes d’eau douce;Terres agricoles;Forêts;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;ONG;Leaders communautaires","Oui","Sa provoque les maladies comme (infection urinaire, pulmonaire etc...)","Non","Télévision;Radio;WhatsApp;Facebook;TikTok;YouTube","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables","Gouvernement;Communautés locales;Écoles / universités;ONG","Menace environnementale ","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires","Sensibilisation ","Meilleures infrastructures de gestion des déchets","La sensibilité et insitation financière ","Je trouve ça très utile se que je vais dire a c'est de continuer la sensibilisation et motivé financière pour lutter contre la pollution plastique."
"2025/08/22 9:15:55 PM GMT+4","Niger","25-34","Homme","Master ou diplôme supérieur","Technicien de développement rural ","Secteur privé","Occasionnellement","Rivières / Lacs;Terres agricoles;Décharges urbaines","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Terres agricoles;Forêts;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","ONG;Leaders communautaires;Institutions religieuses","Oui","","Oui","WhatsApp;TikTok","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets;Incitations gouvernementales pour les recycleurs","Gouvernement;Entreprises privées;Startups;Communautés locales;Écoles / universités;ONG","","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé","","Leadership communautaire","",""
"2025/08/22 9:21:55 PM GMT+4","Côte d'IVOIRE","35-44","Homme","Licence (Baccalauréat)","Travailleur(euse) du secteur informel","Secteur privé","Fréquemment","Bords de routes;Rivières / Lacs;Décharges urbaines;Marchés ou espaces en plein air;CARNIVEAUX ","Oui","Écosystèmes d’eau douce;Zones marines / côtières;Zones urbaines","Extrêmement préoccupé(e)","Assez informé(e)","Télévision;Radio;Réseaux sociaux;Publications scientifiques;ONG;École / Université;Leaders communautaires","Oui","MALADIES","Oui","Facebook;Journaux;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Changements de politiques gouvernementales","Légèrement","Oui","Refonte des emballages;Compostage et matériaux biodégradables;Recyclage industriel;Surcyclage des déchets","Entreprises privées;Startups;ONG","L'ENVIRONNEMENT","Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","PARTICIPATION À L'ECONOMIE CIRCULAIRE A TRAVERS UNE ONG","Incitations financières","INFORMATIONS PUBLICS","VULGARISER "
"2025/08/22 11:49:34 PM GMT+4","Niger","35-44","Homme","Formation professionnelle/technique","Volontariat","ONG / Société civile","Fréquemment","Bords de routes;Terres agricoles;Décharges urbaines;Marchés ou espaces en plein air","Oui","Terres agricoles;Zones urbaines","Extrêmement préoccupé(e)","Très bien informé(e)","Réseaux sociaux;ONG;École / Université","Oui","Choléra, paludisme, les maladies cardiovasculaires ","Oui","WhatsApp;Facebook;Forums publics","Menaces pour la vie marine;Microplastiques dans l’eau potable;Contamination de la chaîne alimentaire;Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Modérément","Non","Réutilisation et réparation des produits;Refonte des emballages;Compostage et matériaux biodégradables","Entreprises privées;ONG","Création de l'emploi, réduire la pollution à travers le déchets plastiques, créer un environnement favorable à tous sans contamination des maladies","Interdiction des plastiques à usage unique;Renforcement des infrastructures de recyclage;Campagnes nationales de sensibilisation;Intégration dans les programmes scolaires;Incitations pour les alternatives au plastique;Application stricte des lois sur les déchets;Partenariats public-privé;Gestion des déchets communautaire","Dire non aux plastiques après chaque achat, ne pas jeter les plastiques, utiliser les biodégradable, faire des actions de salubrité et sensibilisation communautaire ","Leadership communautaire","Action de sensibilisation","Caravane de sensibilisation "
"2025/08/23 1:37:51 AM GMT+4","Côte d'Ivoire","25-34","Femme","Master ou diplôme supérieur","Enseignant(e) / Éducateur(trice)","Secteur public","Fréquemment","Bords de routes;Rivières / Lacs;Terres agricoles;Plages;Décharges urbaines;Marchés ou espaces en plein air","Oui","Écosystèmes d’eau douce;Zones urbaines","Modérément préoccupé(e)","Assez informé(e)","Télévision;Publications scientifiques;Leaders communautaires","Oui","La pollution de l'environnement ","Pas sûr(e)","Télévision;Radio;Facebook","Dégâts climatiques et environnementaux;Appels à l’action/nettoyages;Changements de politiques gouvernementales","Très fortement","Oui","Compostage et matériaux biodégradables;Recyclage industriel;Incitations gouvernementales pour les recycleurs","Entreprises privées;ONG","Le manque de financement ","Renforcement des infrastructures de recyclage;Intégration dans les programmes scolaires;Application stricte des lois sur les déchets","Mettre toujours mes déchets plastiques dans des poubelles","Leadership communautaire","La rigueur dans la l'application des lois à cet effet",""
